auc,acc,f1,precision,recall,specificity,loss,threshold,model_family,fourier_mode,regime,seed,run_name
0.8064909549341136,0.7239368383276512,0.7562386120573557,0.7370290302655961,0.7764763299170327,0.6593318663732747,1.9366177022457125,0.5,resnet,concat,finetune,123,
0.7688909182519763,0.6937017764220348,0.7344017426482029,0.7037423587296854,0.7678542378395965,0.6025205041008201,2.915041433139281,0.5,resnet,concat,finetune,2024,
0.7806403805569965,0.7113762784855554,0.7255353638768023,0.7628274129888769,0.6917195379860094,0.7355471094218844,2.180493237450719,0.5,resnet,concat,finetune,2025,
0.4516892153442889,0.4796339493988875,0.5854774156660949,0.5221159974506054,0.6663413047014805,0.2500500100020004,2.870813738216053,0.5,resnet,frequency_3,finetune,7,
0.4523982395307758,0.4774807105688139,0.5625,0.5225401256106071,0.6090775988286969,0.3156631326265253,6.405301890589974,0.5,resnet,frequency_3,finetune,42,
0.4292917311296975,0.4663556432801005,0.5647592565491,0.513233142705147,0.6277859118269075,0.2678535707141428,3.695447114380923,0.5,resnet,frequency_3,finetune,123,
0.4339253730036718,0.4673425444105509,0.563231074817921,0.5141015310233682,0.6227428013665203,0.27625525105021,8.638248432766307,0.5,resnet,frequency_3,finetune,2024,
0.4433343314180975,0.4810694419522698,0.5763878716859528,0.5241774343945651,0.6401496665039856,0.2854570914182837,4.967270295728337,0.5,resnet,frequency_3,finetune,2025,
0.7545986666017115,0.6798851605957295,0.7421592715710362,0.6676635027954753,0.8353668456157475,0.4886977395479095,2.2505900223146784,0.5,resnet,concat_frequency,finetune,7,seed_7
0.6948213459187689,0.6292840480890005,0.7067423704755146,0.6268412438625205,0.8099886123312184,0.4070814162832566,4.893805197694085,0.5,resnet,concat_frequency,finetune,42,seed_42
0.6856857624981968,0.6245289790059214,0.698421849102832,0.626908150064683,0.7883520416463315,0.4230846169233846,3.8437758440321135,0.5,resnet,concat_frequency,finetune,123,seed_123
0.7228272887373961,0.6475865781446258,0.7262717770034843,0.6352553943679142,0.8477306002928258,0.4014802960592118,3.4434995420954446,0.5,resnet,concat_frequency,finetune,2024,seed_2024
0.6773607853179551,0.6100843351875113,0.6967624895339102,0.6100183262064752,0.8122661460875223,0.3614722944588918,2.2845366177233783,0.5,resnet,concat_frequency,finetune,2025,seed_2025
0.6512667264215817,0.5994975776063162,0.6121633362293658,0.6569084467648704,0.5731251016756141,0.6319263852770554,4.529061601920561,0.5,resnet,none,scratch,7,
0.6421961795970712,0.6069441952269873,0.632558919734966,0.6528739612188366,0.6134699853587116,0.5989197839567914,4.829615503549576,0.5,resnet,none,scratch,42,
0.6483158678262413,0.5957294096536874,0.6137493571061203,0.6486682369994564,0.5823979176834229,0.612122424484897,4.722097199071538,0.5,resnet,none,scratch,123,
0.6258112692979461,0.5981518033375202,0.6300487321384323,0.6399328859060402,0.6204652676102164,0.5707141428285657,5.266093348914927,0.5,resnet,none,scratch,2024,
0.674160503159685,0.6270410909743406,0.6493462673977225,0.6743167484232656,0.6261591020009761,0.628125625125025,3.665209583260797,0.5,resnet,none,scratch,2025,
0.3544884835109205,0.4413242418804952,0.5738142495380193,0.4952741020793951,0.6819586790304213,0.1454290858171634,2.222050427035852,0.5,resnet,magnitude,scratch,7,
0.3607184589675378,0.4509240983312399,0.5921631347461016,0.5015238740264139,0.7227916056612982,0.1166233246649329,3.529155541550029,0.5,resnet,magnitude,scratch,42,
0.3206053444298751,0.4091153777139781,0.5318453227182257,0.472288852417624,0.6085895558809176,0.1638327665533106,2.936715413223613,0.5,resnet,magnitude,scratch,123,
0.3582495415627781,0.4478736766553023,0.5835138061721711,0.4995943910070692,0.7013177159590044,0.1362272454490898,8.770566306330942,0.5,resnet,magnitude,scratch,2024,
0.4091086152808892,0.4759554997308451,0.5923082292175612,0.5187041564792176,0.6902554091426713,0.2124424884976995,6.036428998817097,0.5,resnet,magnitude,scratch,2025,
0.5862414877639591,0.569980261977391,0.6195729819826971,0.6049287042777434,0.6349438750610054,0.4900980196039208,1.170523507351225,0.5,resnet,phase,scratch,7,
0.5219194318772653,0.5338237932890724,0.6036613272311213,0.5682895303748384,0.6437286481210347,0.3986797359471894,2.720231957056306,0.5,resnet,phase,scratch,42,
0.5668015171278928,0.5552664633052216,0.6079873467773823,0.5915666358879655,0.6253456970880105,0.4690938187637527,1.905376561663368,0.5,resnet,phase,scratch,123,
0.5382376947164282,0.5527543513368024,0.6313687791170598,0.5787689804772235,0.6944851146900928,0.3784756951390278,1.964432502334768,0.5,resnet,phase,scratch,2024,
0.7016276689533449,0.6783599497577606,0.7230163022483196,0.6884932313125368,0.761184317553278,0.5765153030606122,1.143268272280693,0.5,vit,none,finetune,7,
0.6920765802745713,0.6725282612596447,0.7117359027009951,0.6916346891788181,0.7330405075646657,0.5981196239247849,1.2226451256058433,0.5,vit,none,finetune,42,
0.6828741541378066,0.6606854476942401,0.7101915708812261,0.6713023323192815,0.753863673336587,0.5461092218443688,1.2296449840068815,0.5,vit,none,finetune,123,
0.727187588160222,0.6874214965009869,0.7173454486451404,0.7154879430328532,0.7192126240442492,0.6483296659331866,1.0444083328951488,0.5,vit,none,finetune,987,
0.7068802730775535,0.6666068544769423,0.6913108489782356,0.7063316924121541,0.6769155685700342,0.6539307861572314,1.191888688640161,0.5,vit,none,finetune,2024,
0.7132181113300909,0.6866140319397093,0.7307484776073383,0.6944037503662467,0.7711078574914593,0.5827165433086617,1.0141949707811528,0.5,vit,none,finetune,2025,
0.4350354697586662,0.5278126682217836,0.6609983896940419,0.5471315845596076,0.834716121685375,0.1504300860172034,1.5643637925386429,0.5,vit,magnitude,finetune,7,
0.436141921730694,0.5410909743405706,0.6802125664270084,0.5523964256701869,0.8849845453066536,0.1182236447289458,1.5159129324284466,0.5,vit,magnitude,finetune,42,
0.4293060011058662,0.5478198456845506,0.6813353566009105,0.5572448029785914,0.8765251342118107,0.143628725745149,1.5318918350068005,0.5,vit,magnitude,finetune,123,
